YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,WS50M_RANGE,WD50M,PS,WS10M,WS10M_RANGE,WD10M,WS50M
2005,1,28,6.01,3.51,4.76,6.81,5.1,8.83,3.72,4.88,84.5,1.7,3.55,286.94,100.13,5.42,3.32,285.25,7.75
2005,1,29,6.88,4.16,5.52,7.74,4.7,9.33,4.62,5.13,83.62,4.1,6.01,271.06,99.88,8.79,5.55,269.31,11.45
2005,1,30,6.8,3.42,5.11,7.42,3.91,8.76,4.84,4.82,79.44,1.36,2.7,294.88,100.78,6.42,3.38,293.44,9.13
2005,1,31,8.24,4.03,6.14,8.64,6.17,11.68,5.51,5.0,75.81,0.94,3.31,323.12,101.52,5.23,2.26,322.94,7.7
2005,2,1,9.02,5.43,7.23,9.37,6.27,11.65,5.38,5.55,78.62,2.63,6.3,288.19,101.3,8.19,6.24,287.31,11.2
2005,2,2,9.83,4.93,7.38,10.01,5.21,11.87,6.65,5.43,72.38,4.25,5.7,338.44,101.21,8.12,6.2,337.81,11.05
2005,2,3,9.52,5.48,7.5,9.62,7.77,13.57,5.8,5.55,76.69,0.94,2.23,304.62,101.79,5.34,2.84,304.62,7.8
2005,2,4,10.09,6.18,8.14,10.15,5.39,13.48,8.08,5.8,77.38,0.74,4.93,172.62,101.79,2.49,2.32,172.44,3.64
2005,2,5,9.56,5.03,7.3,9.17,6.84,13.7,6.86,5.37,74.31,0.05,3.59,127.25,101.76,2.26,1.86,126.56,3.09
2005,2,6,9.33,4.98,7.15,9.37,8.65,13.75,5.1,5.37,75.56,0.14,3.05,141.0,101.62,3.2,1.76,140.0,4.62
2005,2,7,10.33,6.63,8.48,10.28,8.23,15.17,6.94,5.98,79.69,0.16,4.27,146.12,101.72,4.85,3.81,145.44,6.96
2005,2,8,11.15,8.13,9.64,11.24,5.27,13.79,8.51,6.65,82.75,11.68,6.5,113.31,101.57,8.13,6.52,112.88,10.91
2005,2,9,9.3,7.28,8.29,9.51,1.93,10.33,8.4,6.29,87.06,47.5,9.76,64.44,101.35,11.37,8.92,63.81,14.66
2005,2,10,9.76,5.73,7.75,9.85,5.51,12.31,6.81,5.62,76.56,0.92,2.53,140.62,102.38,5.88,3.73,140.56,8.32
2005,2,11,9.7,5.89,7.8,9.73,7.98,13.92,5.94,5.68,78.38,0.01,2.97,312.19,102.71,5.84,3.85,312.25,8.31
2005,2,12,11.26,7.52,9.39,11.4,6.28,14.97,8.69,6.35,79.12,0.01,2.76,279.0,102.07,7.37,3.06,278.25,9.9
2005,2,13,12.2,8.97,10.58,12.23,7.94,16.7,8.76,7.08,82.0,0.04,3.69,276.0,100.8,7.95,3.84,275.25,10.78
2005,2,14,9.0,5.26,7.13,9.36,3.61,11.02,7.41,5.68,78.19,6.33,11.91,275.38,99.21,11.48,10.76,274.19,15.07
2005,2,15,7.42,3.91,5.67,8.19,2.7,8.98,6.28,5.13,79.0,5.41,6.64,285.88,99.27,9.98,5.36,284.69,12.81
2005,2,16,6.52,3.74,5.13,7.42,5.24,9.22,3.98,5.0,83.19,2.01,5.35,284.0,99.77,6.09,5.49,283.0,8.43
2005,2,17,5.95,3.77,4.86,6.48,3.94,7.81,3.87,5.0,86.06,2.17,6.92,284.5,100.31,5.79,6.2,282.88,8.17
2005,2,18,7.71,4.19,5.94,8.1,6.19,11.3,5.11,5.13,79.5,0.86,1.81,302.25,100.75,4.91,2.42,301.25,7.41
2005,2,19,8.25,4.95,6.6,8.87,5.4,11.58,6.19,5.37,81.31,1.23,3.27,282.62,100.87,6.31,4.38,281.94,8.79
2005,2,20,7.84,4.03,5.94,8.72,7.68,11.73,4.05,5.07,78.69,1.09,6.58,266.81,100.29,7.55,7.01,265.81,9.97
2005,2,21,8.98,4.8,6.9,9.57,11.38,15.69,4.3,5.43,77.81,0.64,5.98,259.25,99.93,4.83,4.77,259.0,6.71
2005,2,22,6.9,4.94,5.92,7.27,5.02,8.98,3.96,5.43,87.69,1.75,7.65,247.94,100.0,4.25,6.62,247.62,5.91
2005,2,23,8.6,4.55,6.58,8.54,14.3,16.17,1.87,5.37,78.81,0.08,9.16,261.5,100.62,4.77,7.26,261.62,6.67
2005,2,24,11.17,5.43,8.3,10.78,14.21,18.46,4.25,5.68,72.06,0.03,4.8,183.56,100.48,2.88,2.94,182.62,4.23
2005,2,25,12.12,9.54,10.83,12.26,7.85,16.29,8.44,7.51,84.62,1.19,4.01,150.44,99.94,3.04,2.76,148.56,4.45
2005,2,26,11.09,7.76,9.43,11.16,6.27,14.73,8.46,6.65,81.0,2.64,12.27,251.81,100.0,7.84,10.91,250.88,10.59
2005,2,27,8.96,5.62,7.29,9.6,6.72,12.45,5.73,5.68,80.62,1.18,4.06,273.69,100.27,5.78,4.61,273.0,7.9
2005,2,28,7.02,5.12,6.07,8.15,3.8,8.86,5.06,5.49,87.94,19.98,8.31,192.88,99.84,3.38,6.34,192.31,4.53
2005,3,1,8.43,6.6,7.51,8.93,3.13,9.66,6.53,6.1,88.19,15.77,2.85,57.62,99.4,7.59,2.67,57.19,9.77
2005,3,2,8.96,4.83,6.9,9.02,5.68,11.91,6.23,5.37,75.94,1.28,7.72,140.31,100.35,3.04,4.93,140.38,4.16
2005,3,3,10.06,6.13,8.09,9.95,13.47,17.11,3.64,5.86,78.31,0.0,5.79,203.5,100.73,4.67,4.09,202.62,7.05
2005,3,4,12.59,8.52,10.55,12.27,10.18,18.39,8.21,7.02,77.19,0.45,8.48,223.12,99.87,5.81,7.38,221.81,8.22
2005,3,5,9.01,4.87,6.94,9.57,5.07,11.9,6.83,5.43,76.5,7.83,5.55,303.06,100.24,7.87,5.27,302.75,10.36
2005,3,6,9.59,5.67,7.63,10.09,8.44,14.7,6.26,5.68,78.12,0.68,3.87,268.88,100.59,6.98,3.65,268.06,9.27
2005,3,7,8.22,4.12,6.17,8.73,5.08,11.47,6.38,5.07,76.38,1.35,4.38,291.38,100.82,6.73,4.26,290.62,9.17
2005,3,8,7.51,3.94,5.73,8.23,3.51,9.67,6.16,5.0,78.75,1.44,6.07,309.06,101.28,6.58,5.62,308.5,8.82
2005,3,9,8.48,3.27,5.88,8.84,8.64,13.08,4.44,4.76,71.31,0.31,2.61,312.0,101.91,4.81,3.27,311.81,6.85
2005,3,10,9.4,5.6,7.5,9.67,8.8,14.33,5.54,5.55,78.5,0.09,2.22,296.06,101.74,4.98,2.83,295.81,7.23
2005,3,11,10.45,5.83,8.14,10.82,10.07,16.29,6.22,5.68,74.81,0.0,8.19,200.69,101.44,3.67,5.41,198.81,5.21
2005,3,12,9.98,6.07,8.02,10.12,8.96,15.1,6.14,5.86,77.88,0.05,6.81,276.19,100.85,3.76,4.58,275.56,5.38
2005,3,13,11.09,7.52,9.3,10.52,12.84,17.53,4.69,6.47,79.94,0.0,3.94,232.75,100.66,2.56,3.04,233.31,3.55
2005,3,14,13.58,9.59,11.59,12.98,13.09,21.23,8.14,7.39,79.25,0.0,7.25,163.06,101.02,3.3,3.96,161.62,4.89
2005,3,15,15.19,10.36,12.77,14.65,14.54,23.65,9.12,7.81,75.69,0.0,5.7,158.06,101.33,3.15,2.86,155.69,4.73
2005,3,16,13.62,11.12,12.37,13.26,9.41,18.83,9.41,8.12,83.88,0.0,3.2,126.69,102.04,3.69,2.69,125.62,5.57
2005,3,17,12.49,9.16,10.83,12.28,10.38,18.48,8.11,7.08,80.31,0.02,2.95,132.19,102.37,3.39,2.71,131.06,4.77
2005,3,18,12.5,8.24,10.37,12.28,9.59,18.2,8.61,6.65,77.56,0.0,3.92,135.25,102.24,1.7,2.39,135.88,2.37
2005,3,19,14.28,7.85,11.06,13.79,9.91,20.23,10.33,6.53,67.81,0.05,3.27,147.81,101.65,1.65,1.63,146.69,2.35
2005,3,20,13.78,10.37,12.08,13.15,8.2,18.51,10.32,7.75,80.81,0.0,3.26,277.75,101.25,1.86,2.52,279.0,2.43
2005,3,21,13.51,9.48,11.5,13.33,12.49,20.82,8.33,7.32,78.88,0.0,5.72,164.06,101.05,1.98,3.04,157.88,2.72
2005,3,22,14.63,10.83,12.73,14.44,14.51,22.42,7.91,8.0,78.44,0.0,3.94,141.75,101.16,3.66,2.06,140.06,5.25
2005,3,23,17.38,12.65,15.01,16.91,14.53,25.77,11.24,9.09,76.5,0.0,5.67,172.38,101.19,4.08,3.13,170.88,6.41
2005,3,24,17.52,13.98,15.76,16.5,6.96,21.2,14.24,9.89,80.25,0.01,8.82,228.5,101.32,2.98,5.41,226.81,4.73
2005,3,25,18.93,13.32,16.12,18.29,12.66,26.17,13.51,9.46,72.38,0.02,6.29,171.0,101.04,5.28,4.85,169.94,7.99
2005,3,26,18.21,12.42,15.32,17.69,13.27,26.88,13.62,8.97,71.38,0.0,8.77,204.5,100.69,3.33,5.35,207.88,5.17
2005,3,27,15.71,11.44,13.58,15.75,8.17,20.73,12.56,8.42,78.5,0.48,9.63,296.62,100.69,6.2,8.11,296.94,8.65
2005,3,28,14.48,10.57,12.52,14.61,7.71,18.64,10.93,7.93,79.62,0.01,1.67,287.38,101.04,5.09,2.54,287.19,7.44
2005,3,29,14.82,10.79,12.8,15.08,7.8,19.31,11.5,8.0,78.62,0.48,2.69,284.75,101.12,4.74,3.52,284.75,7.04
2005,3,30,14.73,11.34,13.04,14.82,6.98,18.77,11.8,8.3,81.75,9.4,4.15,290.12,101.0,6.84,4.91,289.69,9.43
2005,3,31,14.14,10.26,12.2,14.4,5.73,17.36,11.62,7.75,78.38,3.15,3.12,303.44,101.02,8.45,3.66,302.88,11.09
2005,4,1,14.05,10.32,12.19,14.69,7.23,17.64,10.4,7.75,78.94,0.45,6.31,251.56,101.33,4.46,4.52,251.62,5.98
2005,4,2,14.42,10.97,12.69,14.71,10.8,19.98,9.18,8.06,79.81,0.02,6.55,133.31,101.3,5.84,5.95,132.12,7.7
2005,4,3,13.88,12.38,13.13,13.85,2.89,15.63,12.73,8.85,90.69,8.02,3.12,144.31,101.49,6.78,2.95,143.81,8.8
2005,4,4,14.18,12.48,13.33,14.12,3.55,16.25,12.7,8.91,89.56,5.01,2.7,116.69,101.51,6.55,2.84,115.81,8.72
2005,4,5,13.64,11.63,12.63,13.83,4.45,15.82,11.38,8.42,87.88,3.99,5.37,93.0,101.65,5.91,5.49,91.94,7.9
2005,4,6,12.91,10.3,11.61,13.4,6.43,16.69,10.26,7.69,85.31,3.2,5.05,106.94,101.99,3.29,4.66,106.56,4.13
2005,4,7,13.9,8.67,11.28,13.97,12.7,20.39,7.69,6.96,74.12,0.0,9.95,155.75,101.4,4.38,7.41,154.31,5.75
2005,4,8,18.12,11.36,14.74,17.2,15.05,25.94,10.9,8.42,67.38,0.0,7.28,207.31,100.22,3.52,5.43,206.81,4.88
2005,4,9,14.66,11.95,13.3,15.17,10.98,20.37,9.38,8.79,84.44,2.38,10.73,238.56,100.12,4.78,8.45,238.94,6.24
2005,4,10,9.88,6.19,8.04,10.81,4.11,12.49,8.38,5.92,78.62,9.95,6.7,304.44,100.14,9.96,5.77,303.88,12.61
2005,4,11,11.01,7.72,9.36,11.39,6.43,14.83,8.41,6.59,80.88,8.11,8.88,266.94,99.85,11.67,7.4,265.25,15.07
2005,4,12,12.75,9.1,10.92,13.0,5.16,15.71,10.54,7.2,79.44,1.79,4.52,299.44,100.49,8.95,4.8,298.44,11.66
2005,4,13,12.8,9.07,10.93,13.15,7.49,16.62,9.13,7.14,79.38,0.99,7.14,293.19,100.84,6.58,6.59,293.06,8.7
2005,4,14,14.51,9.32,11.91,14.77,15.41,23.08,7.65,7.32,74.44,0.0,6.09,157.94,100.63,2.78,3.71,151.31,4.0
2005,4,15,16.44,11.48,13.96,15.87,15.23,26.0,10.77,8.48,75.62,0.01,5.03,250.44,100.18,3.13,3.24,251.25,4.74
2005,4,16,14.55,8.34,11.44,14.82,6.23,17.48,11.26,7.02,69.75,0.02,6.65,314.06,100.23,6.63,6.81,314.75,9.05
2005,4,17,13.05,7.05,10.05,13.4,7.12,17.15,10.03,6.29,68.38,0.15,4.06,280.81,100.25,7.95,5.3,280.5,10.91
2005,4,18,15.04,9.71,12.37,15.33,12.2,21.33,9.14,7.57,73.56,0.0,5.2,272.31,100.18,5.3,4.27,272.25,7.56
2005,4,19,16.55,11.98,14.26,16.44,9.72,22.11,12.4,8.73,76.25,0.05,2.84,271.56,100.48,4.77,3.16,271.81,7.07
2005,4,20,15.3,10.52,12.91,15.54,10.41,20.71,10.3,7.93,75.12,0.04,3.66,283.44,100.81,4.01,2.95,284.19,5.89
2005,4,21,14.19,10.4,12.3,14.58,5.05,17.21,12.16,7.81,79.19,0.11,5.1,292.75,100.82,5.05,4.77,292.5,6.91
2005,4,22,14.26,9.1,11.69,15.06,8.28,18.4,10.12,7.2,73.88,0.01,3.04,257.12,100.97,3.45,3.4,257.81,4.36
2005,4,23,16.44,10.88,13.66,16.69,15.77,24.72,8.94,8.06,73.12,0.0,6.62,142.12,101.02,5.56,5.47,140.31,7.3
2005,4,24,20.4,13.57,16.98,19.97,15.71,29.6,13.89,9.7,68.62,0.0,3.98,164.31,100.62,6.65,4.04,162.56,9.13
2005,4,25,17.24,14.19,15.71,17.23,6.86,21.65,14.8,10.01,82.69,0.01,5.49,280.12,100.79,3.58,4.73,279.94,5.04
2005,4,26,16.47,11.18,13.83,17.15,8.02,20.91,12.9,8.3,73.44,0.02,3.44,117.62,101.15,3.8,3.28,117.19,4.98
2005,4,27,17.32,10.95,14.13,17.58,11.95,23.4,11.46,8.12,68.88,0.0,5.55,90.62,101.19,3.69,4.1,89.25,5.05
2005,4,28,18.79,14.7,16.74,18.49,9.46,24.65,15.19,10.38,78.5,0.06,6.59,150.31,101.1,2.91,4.91,149.81,4.09
2005,4,29,18.08,13.01,15.55,18.6,10.27,23.66,13.4,9.28,74.88,0.04,4.85,43.62,101.17,2.22,4.2,43.31,2.73
2005,4,30,17.54,11.42,14.48,17.83,11.8,23.88,12.08,8.36,71.12,0.0,3.2,160.94,101.1,2.41,2.2,159.5,3.16
2005,5,1,19.11,10.48,14.8,19.11,13.96,26.47,12.51,7.87,62.88,0.0,6.64,144.19,101.13,4.41,4.19,143.38,6.27
2005,5,2,19.5,10.26,14.87,19.51,13.83,26.98,13.15,7.75,59.5,0.0,3.37,145.75,101.29,5.66,3.12,144.62,8.2
2005,5,3,19.89,10.3,15.09,19.94,16.05,28.58,12.52,7.75,58.25,0.0,3.86,156.88,101.36,4.57,1.81,155.12,6.75
2005,5,4,21.28,13.54,17.4,21.16,14.64,29.71,15.07,9.7,63.81,0.0,5.66,272.5,100.87,3.12,3.7,274.0,4.52
2005,5,5,18.57,13.62,16.09,19.05,9.32,23.74,14.41,9.77,75.31,3.61,7.02,313.88,100.6,5.54,6.48,313.69,7.26
2005,5,6,16.15,11.05,13.6,16.9,6.12,19.62,13.49,8.18,73.06,1.41,8.32,297.88,100.81,10.81,7.04,297.44,13.62
2005,5,7,16.81,10.5,13.65,17.36,8.4,21.15,12.74,7.87,68.88,0.0,6.46,292.5,101.02,8.34,6.98,292.19,10.96
2005,5,8,18.55,7.37,12.96,18.55,15.55,26.77,11.21,6.41,52.94,0.0,6.55,275.5,100.73,2.91,5.41,278.25,4.09
2005,5,9,20.57,8.81,14.69,19.94,16.55,29.37,12.82,7.2,51.19,0.0,3.28,220.5,100.62,2.07,2.18,224.19,2.98
2005,5,10,23.85,12.33,18.09,22.94,17.52,33.8,16.27,8.97,53.31,0.0,6.23,198.44,100.61,2.56,2.82,198.88,3.99
2005,5,11,21.77,14.19,17.98,21.92,11.36,28.4,17.05,10.13,64.88,0.02,6.78,269.62,100.48,4.75,5.11,268.88,6.58
2005,5,12,22.09,15.18,18.64,21.93,13.89,30.32,16.43,10.74,68.25,0.69,7.9,191.25,100.48,3.27,5.55,189.5,4.86
2005,5,13,22.38,15.87,19.12,22.98,12.18,29.49,17.31,11.23,70.06,0.1,6.12,185.69,100.76,2.41,3.08,188.94,3.59
2005,5,14,19.51,15.94,17.72,19.96,8.1,23.76,15.65,11.23,81.12,0.15,6.42,246.38,100.93,4.24,4.88,246.5,5.91
2005,5,15,19.15,13.77,16.47,20.18,8.88,24.3,15.42,9.83,73.44,0.01,7.0,237.19,101.14,4.39,5.95,238.0,5.88
2005,5,16,19.77,13.64,16.7,19.72,12.5,26.81,14.31,9.77,71.19,0.02,7.62,169.12,100.64,3.11,5.35,168.19,4.21
2005,5,17,20.33,15.0,17.66,21.11,12.82,28.26,15.44,10.68,73.94,0.0,8.59,214.94,100.32,4.97,7.08,214.81,6.64
2005,5,18,18.27,12.06,15.16,18.98,8.2,22.56,14.37,8.73,68.94,0.0,5.87,296.94,101.1,7.98,6.65,297.06,10.56
2005,5,19,17.39,10.76,14.08,18.39,9.81,22.38,12.57,7.93,67.5,0.0,3.48,305.38,101.6,6.41,4.71,305.56,8.66
2005,5,20,17.94,10.26,14.1,19.35,11.49,24.12,12.62,7.75,64.94,0.0,4.81,233.69,101.6,3.71,2.5,234.56,5.12
2005,5,21,19.7,9.36,14.53,20.41,15.02,27.21,12.19,7.39,58.5,0.0,5.2,130.88,101.22,4.09,3.15,129.19,5.65
2005,5,22,22.69,12.46,17.58,23.02,17.94,32.46,14.52,9.03,58.19,0.0,3.98,149.62,100.71,5.63,3.38,147.44,7.76
2005,5,23,21.98,14.82,18.4,22.58,12.19,29.65,17.46,10.5,67.62,0.03,7.2,267.62,101.02,3.83,5.51,267.25,4.98
2005,5,24,18.97,10.91,14.94,20.24,8.95,23.77,14.82,8.18,63.31,0.0,2.42,313.69,101.47,6.51,3.85,314.19,8.35
2005,5,25,19.64,12.54,16.08,21.1,12.47,25.88,13.41,9.03,68.56,0.0,4.4,189.69,101.46,3.22,2.41,174.56,4.33
2005,5,26,20.44,14.16,17.3,21.64,11.92,26.44,14.51,10.07,71.81,0.0,2.55,194.12,101.25,3.97,3.07,194.06,5.28
2005,5,27,21.15,14.58,17.87,22.55,11.91,27.11,15.2,10.38,69.31,0.0,4.41,143.94,101.12,3.11,2.76,142.75,4.12
2005,5,28,22.9,13.8,18.35,23.83,14.26,30.01,15.75,9.89,62.62,0.0,5.19,131.19,101.01,3.96,3.94,128.69,5.4
2005,5,29,23.77,14.14,18.95,24.54,14.02,30.92,16.9,10.13,60.81,0.0,3.77,124.31,100.91,4.33,3.21,122.25,6.1
2005,5,30,23.64,14.77,19.2,24.71,12.63,30.5,17.86,10.56,63.44,0.0,3.98,101.75,101.02,2.86,3.29,99.94,3.84
2005,5,31,22.94,15.44,19.19,23.82,12.7,29.64,16.94,10.93,66.81,0.0,4.66,303.75,101.13,3.88,3.96,304.56,5.06
2005,6,1,23.16,14.24,18.7,23.76,14.82,31.97,17.15,10.19,62.25,0.0,3.58,245.44,100.88,2.58,3.4,247.81,3.55
2005,6,2,24.98,16.99,20.98,24.95,13.95,33.72,19.77,12.08,64.5,1.56,4.86,168.12,100.64,3.19,3.25,166.31,4.86
2005,6,3,25.07,16.61,20.84,24.73,9.8,31.04,21.23,11.78,61.75,0.04,4.48,173.38,100.63,4.46,3.84,173.31,6.65
2005,6,4,24.71,17.4,21.05,25.64,11.37,31.42,20.05,12.33,66.19,1.65,5.45,165.19,100.88,2.75,2.73,166.81,3.77
2005,6,5,23.29,17.59,20.44,24.46,10.35,29.05,18.69,12.51,73.06,1.64,4.99,298.5,101.03,4.04,4.61,299.94,5.32
2005,6,6,22.89,14.35,18.62,24.06,9.84,28.32,18.48,10.31,63.31,0.0,3.33,298.81,101.01,6.66,3.38,299.0,8.38
2005,6,7,22.37,14.43,18.4,23.48,11.05,28.13,17.08,10.31,65.75,0.0,2.55,297.56,101.17,6.84,2.96,297.75,8.87
2005,6,8,21.69,15.18,18.44,23.14,9.28,26.9,17.62,10.74,69.94,0.05,5.54,240.75,101.36,5.39,5.03,241.25,6.86
2005,6,9,20.55,12.76,16.66,22.16,9.44,25.48,16.04,9.16,63.38,0.0,5.05,278.31,101.18,3.43,4.93,279.0,4.13
2005,6,10,19.7,12.85,16.27,21.54,8.66,24.33,15.67,9.22,67.12,0.84,2.98,257.38,101.04,4.16,3.7,259.0,5.22
2005,6,11,21.71,13.7,17.7,23.22,15.55,29.83,14.28,9.77,64.75,0.04,5.56,133.88,100.83,5.2,5.47,131.0,6.43
2005,6,12,25.08,16.08,20.58,25.57,16.37,33.82,17.45,11.47,63.12,0.04,7.3,155.56,100.39,4.06,4.57,151.12,5.94
2005,6,13,27.3,16.15,21.73,28.01,14.08,35.08,21.0,11.47,54.31,0.0,5.79,171.88,100.32,2.81,3.12,158.81,3.92
2005,6,14,24.46,18.05,21.26,25.81,8.07,28.94,20.87,12.88,69.25,2.87,3.73,311.75,100.75,3.51,3.98,312.31,4.52
2005,6,15,22.9,16.65,19.78,24.21,7.92,27.26,19.33,11.84,70.5,0.87,5.6,310.75,101.14,6.35,5.2,311.19,7.89
2005,6,16,22.05,16.58,19.32,23.32,7.39,26.35,18.96,11.72,73.06,1.07,4.79,315.88,101.15,6.98,5.58,316.19,8.8
2005,6,17,21.24,17.42,19.33,22.15,5.39,24.17,18.77,12.33,80.12,4.21,3.71,148.0,101.28,3.59,2.73,146.75,4.9
2005,6,18,21.87,17.2,19.53,22.52,6.32,25.27,18.94,12.21,76.94,0.36,4.65,299.69,101.3,3.45,4.2,300.12,4.37
2005,6,19,23.44,17.85,20.65,24.92,9.69,28.33,18.64,12.76,73.75,1.51,3.05,280.06,101.0,3.24,2.94,281.0,4.22
2005,6,20,24.24,16.81,20.52,25.76,12.26,30.3,18.05,12.02,68.31,0.0,3.05,275.38,100.89,3.44,3.08,261.25,4.42
2005,6,21,24.94,17.83,21.38,26.59,12.2,31.31,19.11,12.76,69.31,0.03,4.11,277.94,101.03,3.45,3.79,279.38,4.48
2005,6,22,25.4,16.96,21.18,27.11,13.12,31.71,18.59,12.02,64.0,0.0,3.59,151.94,101.28,2.81,2.69,151.88,3.66
2005,6,23,26.38,15.1,20.74,28.09,12.54,33.04,20.5,10.68,53.88,0.0,5.54,129.12,101.34,2.66,3.99,127.69,3.59
2005,6,24,27.11,15.06,21.08,28.34,14.02,34.31,20.29,10.74,52.31,0.0,6.02,138.38,101.1,3.77,4.09,135.69,4.94
2005,6,25,28.48,15.44,21.96,29.45,15.41,36.58,21.18,10.99,49.44,0.0,3.59,142.5,100.97,4.7,1.91,140.06,6.47
2005,6,26,28.71,15.68,22.19,29.95,15.71,37.05,21.33,11.17,50.06,0.0,5.49,115.0,101.09,2.95,3.04,113.25,4.02
2005,6,27,28.16,15.32,21.74,29.3,12.65,35.23,22.58,11.05,50.81,0.0,4.91,97.56,101.09,2.35,4.55,95.12,2.86
2005,6,28,28.11,14.89,21.5,29.29,13.97,35.33,21.36,10.93,51.31,0.0,4.56,121.19,100.9,2.38,3.52,121.19,3.06
2005,6,29,30.47,13.82,22.14,31.2,17.78,39.58,21.8,10.13,42.5,0.0,3.95,165.94,100.53,2.51,2.43,163.31,3.46
2005,6,30,28.8,20.05,24.42,30.27,13.16,36.25,23.08,14.77,63.88,0.07,4.91,289.56,100.58,3.77,4.56,291.31,4.87
2005,7,1,27.18,19.37,23.28,28.42,9.27,32.12,22.86,14.16,66.0,0.68,7.42,305.0,100.82,5.47,6.8,305.31,7.0
2005,7,2,24.93,16.76,20.84,26.44,6.92,28.79,21.86,11.9,62.56,0.0,4.43,311.56,101.05,7.7,5.62,311.81,9.56
2005,7,3,25.29,16.58,20.94,27.4,10.77,31.12,20.37,11.84,62.75,0.0,3.67,330.25,100.96,4.1,3.28,330.88,5.38
2005,7,4,26.81,15.14,20.98,28.65,12.6,33.48,20.87,10.99,54.88,0.0,5.19,152.25,100.72,2.81,3.19,151.0,3.72
2005,7,5,27.91,16.9,22.4,28.98,15.1,36.33,21.23,12.21,54.44,0.02,4.58,227.69,100.46,5.8,4.92,228.12,7.67
2005,7,6,24.83,14.93,19.88,26.6,7.76,29.29,21.54,10.62,56.31,0.0,2.76,308.31,100.77,7.68,3.64,308.69,9.34
2005,7,7,24.93,16.84,20.88,26.98,10.17,30.4,20.23,11.96,63.56,0.0,5.95,328.31,100.81,4.98,5.44,329.06,6.24
2005,7,8,25.86,17.7,21.78,27.48,11.44,31.93,20.49,12.63,62.75,0.51,4.06,161.19,100.74,2.55,3.73,158.0,2.96
2005,7,9,25.65,17.87,21.76,27.54,7.17,29.45,22.28,12.76,63.62,2.43,2.95,211.5,100.83,3.12,2.63,197.75,3.79
2005,7,10,25.02,19.72,22.37,26.76,8.34,29.85,21.52,14.34,74.19,2.28,4.96,133.88,100.89,2.36,3.97,107.25,2.94
2005,7,11,24.48,16.54,20.51,25.94,6.9,28.02,21.12,11.78,63.56,0.05,5.01,315.19,101.23,7.2,5.21,315.69,9.01
2005,7,12,24.76,16.69,20.73,26.33,10.06,29.99,19.93,11.84,63.94,0.0,3.06,310.69,101.28,5.41,4.18,311.75,7.23
2005,7,13,25.15,17.34,21.25,27.23,12.28,31.71,19.44,12.45,67.12,0.0,4.0,284.44,101.22,3.7,4.12,286.5,4.84
2005,7,14,25.4,16.5,20.95,27.64,13.34,32.26,18.92,11.78,63.38,0.0,4.92,122.44,101.26,2.84,4.59,123.69,3.41
2005,7,15,26.31,14.94,20.62,28.09,11.77,32.37,20.58,10.74,54.75,0.0,4.2,106.38,101.45,2.35,2.61,120.69,2.9
2005,7,16,28.48,12.15,20.31,29.58,15.34,36.05,20.7,8.97,41.56,0.0,5.02,137.88,101.24,3.77,2.29,137.38,5.26
2005,7,17,31.46,12.94,22.2,31.87,18.99,41.37,22.38,9.52,36.94,0.0,7.7,171.19,100.81,3.31,5.13,173.19,4.76
2005,7,18,33.29,13.44,23.37,33.6,18.16,43.73,25.58,9.89,35.5,0.0,6.71,172.31,100.64,2.6,5.04,169.06,3.57
2005,7,19,27.67,18.68,23.18,28.98,9.64,32.69,23.05,13.67,62.06,0.03,3.71,305.5,101.26,6.8,4.12,305.56,8.57
2005,7,20,26.13,17.26,21.69,27.83,9.32,31.23,21.9,12.33,61.56,0.0,2.31,312.88,101.5,7.1,3.36,313.12,8.81
2005,7,21,26.65,16.9,21.78,28.22,11.19,32.7,21.51,12.21,60.44,0.0,2.06,307.81,101.05,6.57,3.23,308.12,8.41
2005,7,22,27.44,17.24,22.34,29.55,13.96,35.01,21.05,12.57,60.44,0.0,5.91,236.19,100.56,3.45,4.75,223.88,4.47
2005,7,23,27.26,16.93,22.09,29.12,11.66,33.37,21.71,12.33,58.94,0.0,5.55,315.0,100.52,3.46,5.21,316.44,4.26
2005,7,24,30.18,14.73,22.45,31.57,17.66,39.51,21.84,10.74,44.69,0.0,5.95,139.0,100.45,3.3,3.91,134.88,4.21
2005,7,25,31.49,18.19,24.84,32.49,16.82,40.83,24.01,13.43,52.25,0.0,4.38,134.81,100.31,4.82,3.71,132.31,6.45
2005,7,26,30.03,20.91,25.48,31.71,10.37,35.79,25.42,15.56,60.88,0.03,4.88,173.31,100.43,3.14,4.48,172.81,3.8
2005,7,27,29.75,20.91,25.33,31.65,12.5,36.55,24.05,15.56,62.88,0.06,4.59,124.06,100.54,3.11,4.24,121.81,3.83
2005,7,28,30.62,20.1,25.36,32.21,13.66,38.28,24.61,14.89,58.94,0.01,3.98,113.69,100.61,4.02,3.05,111.0,5.13
2005,7,29,31.2,19.46,25.33,32.12,15.68,40.37,24.7,14.53,57.88,0.0,5.28,204.81,100.6,3.89,3.83,202.06,4.98
2005,7,30,29.0,21.11,25.05,30.98,10.73,35.39,24.65,15.75,66.0,0.17,3.05,307.5,100.68,4.77,2.88,309.19,5.73
2005,7,31,29.08,20.49,24.79,31.43,11.12,35.46,24.35,15.2,63.94,0.16,3.93,203.69,100.63,4.04,3.02,189.81,4.79
